,name,address,city,state,zip,phone,LAT,LON,hasSpecialties,ADDICTION MEDICINE,ADVANCED HEART FAILURE AND TRANSPLANT CARDIOLOGY,ALLERGY/IMMUNOLOGY,ANESTHESIOLOGY,ANESTHESIOLOGY ASSISTANT,AUDIOLOGIST,CARDIAC ELECTROPHYSIOLOGY,CARDIAC SURGERY,CARDIOVASCULAR DISEASE (CARDIOLOGY),CERTIFIED NURSE MIDWIFE,CERTIFIED REGISTERED NURSE ANESTHETIST,CHIROPRACTIC,CLINICAL NURSE SPECIALIST,CLINICAL PSYCHOLOGIST,CLINICAL SOCIAL WORKER,COLORECTAL SURGERY (PROCTOLOGY),CRITICAL CARE (INTENSIVISTS),DENTIST,DERMATOLOGY,DIAGNOSTIC RADIOLOGY,EMERGENCY MEDICINE,ENDOCRINOLOGY,FAMILY PRACTICE,GASTROENTEROLOGY,GENERAL PRACTICE,GENERAL SURGERY,GERIATRIC MEDICINE,GERIATRIC PSYCHIATRY,GYNECOLOGICAL ONCOLOGY,HAND SURGERY,HEMATOLOGY,HEMATOLOGY/ONCOLOGY,HEMATOPOIETIC CELL TRANSPLANTATION AND CELLULAR TH,HOSPICE/PALLIATIVE CARE,HOSPITALIST,INFECTIOUS DISEASE,INTERNAL MEDICINE,INTERVENTIONAL CARDIOLOGY,INTERVENTIONAL PAIN MANAGEMENT,INTERVENTIONAL RADIOLOGY,MAXILLOFACIAL SURGERY,MEDICAL ONCOLOGY,NEPHROLOGY,NEUROLOGY,NEUROPSYCHIATRY,NEUROSURGERY,NUCLEAR MEDICINE,NURSE PRACTITIONER,OBSTETRICS/GYNECOLOGY,OCCUPATIONAL THERAPY,OPHTHALMOLOGY,OPTOMETRY,ORAL SURGERY,ORTHOPEDIC SURGERY,OSTEOPATHIC MANIPULATIVE MEDICINE,OTOLARYNGOLOGY,PAIN MANAGEMENT,PATHOLOGY,PEDIATRIC MEDICINE,PERIPHERAL VASCULAR DISEASE,PHYSICAL MEDICINE AND REHABILITATION,PHYSICAL THERAPY,PHYSICIAN ASSISTANT,PLASTIC AND RECONSTRUCTIVE SURGERY,PODIATRY,PREVENTATIVE MEDICINE,PSYCHIATRY,PULMONARY DISEASE,RADIATION ONCOLOGY,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,"RHEUMATOLOGY,",SLEEP MEDICINE,SPEECH LANGUAGE PATHOLOGIST,SPORTS MEDICINE,SURGICAL ONCOLOGY,THORACIC SURGERY,UNDEFINED PHYSICIAN TYPE (SPECIFY),"UROLOGY,",VASCULAR SURGERY,id,FINESS
357,Centre de Dialyse - Diaverum,,Arles,Provence-alpes-côte D'azur,13200,+33 4 90 52 15 20,43.6574624,4.6315163,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30357,131931237
358,Centre de Gérontologie de Serre Cavalier,,Nîmes,Occitanie,30000,+33 4 66 68 34 71,43.8500519,4.3791168,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30358,301931237
359,Centre de Gérontologie et d'Accueil Spécialisé Philippe Dugué,,,Île-de-france,,,48.7073841,2.0342104,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30359,751931237
360,Centre de Jour Marie Noël pour Enfants,,Compiègne,Hauts-de-france,60200,,49.405095,2.7979807,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30360,601931237
361,Centre de Long et Moyen Séjour des Monts d'Or,,Chasselay,Auvergne-rhône-alpes,69380,,45.878398,4.7692925,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30361,691931237
362,Centre de Lutte contre le Cancer René Gauducheau,,Saint-Herblain,Pays De La Loire,44800,,47.2367559,-1.6378712,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30362,441931237
363,Centre de Médecine Physique et de Capture4Réadaptation (CMPR) de Bagnoles de l’Orne,Avenue du Docteur Jacques Aimez 17,,Normandie,,,48.5536991,-0.4247676,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30363,751931237
364,Centre de Pneumologie Henri Bazire,,,Auvergne-rhône-alpes,,+33 4 76 56 32 32,45.3466806,5.6567574,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30364,751931237
365,Centre de Post-Cure,,Dury,Hauts-de-france,80480,,49.8665201,2.2779375,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30365,801931237
366,Centre de Psychiatrie Les Tournesols,,Vendôme,Centre-val De Loire,41100,+33 2 54 23 36 41,47.8025878,1.0562421,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30366,411931237
367,Centre de Psychothérapie Les Marronniers,,Bully-les-Mines,Hauts-de-france,62160,,50.4598365,2.7155694,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30367,621931237
368,Centre de Radiologie,,,Hauts-de-france,,,-21.5701343,165.4984696,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30368,751931237
369,Centre de Réadaptation Cardio-Respiratoire de la Loire (CRCRL),,Saint-Priest-en-Jarez,Auvergne-rhône-alpes,42270,,45.4773028,4.365774,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30369,421931237
370,Centre de Réadaptation Cardiologique et Pneumologique de Franche-Comté,,Pont-d'Héry,Bourgogne-franche-comté,39110,,46.8814196,5.9071409,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30370,391931237
371,Centre de Réadaptation Fonctionnelle,,Salins-les-Bains,Bourgogne-franche-comté,39110,,46.940846,5.877238,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30371,391931237
372,Centre de Réadaptation Fonctionnelle E. Bretegnier,,Héricourt,Bourgogne-franche-comté,70400,,47.5773071,6.7553917,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30372,701931237
373,Centre de Réadaptation Le Muesberg,,,Bourgogne-franche-comté,,,48.1957484,7.2241428,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30373,751931237
374,Centre de Réadaptation Spécialisé Saint-Luc,,Abreschviller,Grand Est,57560,,48.628396,7.1214208,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30374,571931237
375,Centre de Réadaptation de Lay-Saint-Christophe,,Lay-Saint-Christophe,Grand Est,54690,,48.747048,6.1815778,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30375,541931237
376,Centre de Réadaptation et de Rééducation Fonctionnelles Le Bourbonnais,,Bourbon-Lancy,Bourgogne-franche-comté,71140,,46.617684,3.7672403,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30376,711931237
377,Centre de Réeducation Fonctionnelle de la Tour de Gassies,,Eysines,Nouvelle-aquitaine,33320,+33 5 56 16 33 33,44.8849129,-0.6275582,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30377,331931237
378,Centre de Rééducation Florentin,,Nancy,Grand Est,54000,,48.68795,6.196986,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30378,541931237
379,Centre de Rééducation Fonctionnelle Institut Asclépiade,,Saint-Parres-aux-Tertres,Grand Est,10410,,48.2937664,4.13549,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30379,101931237
380,Centre de Rééducation Fonctionnelle Notre-Dame,,Chamalières,Auvergne-rhône-alpes,63400,,45.7777757,3.0713978,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30380,631931237
381,Centre de Rééducation Korian Les Grands Chênes,Rue Stéhélin 40-52,Bordeaux,Nouvelle-aquitaine,33200,,44.8545587,-0.6237237,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30381,331931237
382,Centre de Santé H. Barbusse,,Saint-Ouen-sur-Seine,Île-de-france,93400,+33 1 49 45 68 90,48.9079446,2.3316958,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30382,931931237
383,Centre de Santé Infirmier de Molène,,Île-Molène,Bretagne,29259,,48.3958628,-4.9585425,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30383,291931237
384,Centre de Santé Mentale Angevin (CESAME),,Sainte-Gemmes-sur-Loire,Pays De La Loire,49130,,47.4201948,-0.5682165,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30384,491931237
385,Centre de Santé Médical,,Wingles,Hauts-de-france,62410,,50.490457,2.849963,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30385,621931237
386,Centre de Santé de Manosque,Avenue du Majoral Mestre Raoul Arnaud nan,,Provence-alpes-côte D'azur,,+33 4 92 70 58 60,43.8300825,5.7808189,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30386,751931237
387,Centre de Soins,,Escaudain,Hauts-de-france,59124,,50.341287,3.347138,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30387,591931237
388,Centre de Soins de Suite Le parc,,,Normandie,,,48.5518283,-0.4188272,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30388,751931237
389,Centre de Soins de Suite de Sartrouville;Centre Imagerie Médicale Yvelines Nord (CIMYN),,Sartrouville,Île-de-france,78500,,48.9424747,2.161001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30389,781931237
390,Centre de Soins de Suite et de Réadaptation Sainte-Catherine Labouré,,La Baume-d'Hostun,Auvergne-rhône-alpes,26730,,45.0597219,5.2158125,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30390,261931237
391,Centre de Soins et d'Accompagnement et de Prévention en Addictologie,,Lille,Hauts-de-france,59000,,50.6192757,3.0451803,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30391,591931237
392,Centre de Soins et de Réadaptation Les Tilleroyes,,Besançon,Bourgogne-franche-comté,25000,,47.2345516,5.9604533,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30392,251931237
393,Centre de Traumatologie et d'Orthopédie de la Main,,Illkirch-Graffenstaden,Grand Est,67400,,48.5376629,7.7256698,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30393,671931237
394,Centre de cure médicale,Rue de la Croix Duchet nan,Saint-Amand-Montrond,Centre-val De Loire,18200,+33 2 48 63 26 00,46.7373268,2.5084327,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30394,181931237
395,Centre de dépistage anonyme et gratuit,,Paris,Île-de-france,75004,,48.8535095,2.3594089,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30395,751931237
396,Centre de l'Espoir,,Lille,Hauts-de-france,59260,,50.6220315,3.1228906,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30396,591931237
397,Centre de long séjour,,Saint-Pierre-le-Moûtier,Bourgogne-franche-comté,58240,,46.7934216,3.1166946,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30397,581931237
398,Centre de long séjour de Bellevaux,,Besançon,Bourgogne-franche-comté,25000,,47.2422323,6.0215783,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30398,251931237
399,Centre de réadaptation CRF de Beaurouvre,,Blandainville,Centre-val De Loire,28120,,48.3184911,1.2736067,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30399,281931237
400,Centre de réadaptation Château Walk,,Haguenau,Grand Est,67500,,48.7940768,7.768046,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30400,671931237
401,Centre de réadaptation fonctionnelle Richelieu,,La Rochelle,Nouvelle-aquitaine,17000,+33 5 46 43 12 05,46.1538977,-1.1745953,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30401,171931237
402,Centre de rééducation fonctionnelle de la Hève,,Le Havre,Normandie,76600,,49.5194193,0.0875644,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30402,761931237
403,Centre de rééducation fonctionnelle du Cabirol,,Colomiers,Occitanie,31770,,43.597177,1.3291387,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30403,311931237
404,Centre de santé,,Nailloux,Occitanie,31560,,43.3601681,1.6246255,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30404,311931237
405,Centre de soins Louis Sevestre,,La Membrolle-sur-Choisille,Centre-val De Loire,37390,+33 2 47 42 46 46,47.4389649,0.6465182,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30405,371931237
406,Centre de soins de suite et de réadaptation,,Châteauroux,Centre-val De Loire,36000,,46.7925722,1.7042166,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30406,361931237
407,Centre des Maladies du Foie et de l'Appareil Digestif,,Irigny,Auvergne-rhône-alpes,69540,+33472666700,45.6890859,4.823331,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30407,691931237
408,Centre départemental Georges Daumézon,,Fleury-les-Aubrais,Centre-val De Loire,45400,,47.9460349,1.9481554,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30408,451931237
409,"Centre d’écoute, de consultations et d’activités thérapeutiques (CECAT)",Allée de la Providence 17,Poitiers,Nouvelle-aquitaine,86000,,46.561988,0.367398,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30409,No1931237
410,Centre hopitalier de Chaumont,Rue Jeanne d'Arc 2,Chaumont,Grand Est,52000,+33 3 25 30 70 30,48.1212756,5.1379222,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30410,521931237
411,Centre hospitaier de Saint-Tropez,Rond-Point du Général Diego Brosset nan,Gassin,Provence-alpes-côte D'azur,83580,+33 4 98 12 50 00,43.2496608,6.5722658,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30411,831931237
412,Centre hospitalier,,Verneuil d'Avre et d'Iton,Normandie,27130,+33 2 32 23 60 00,48.7400746,0.9208392,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30412,271931237
413,Centre hospitalier,,Châteauroux,Centre-val De Loire,36000,+33 2 54 29 60 00,46.7988082,1.6925839,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30413,361931237
414,Centre hospitalier Aiguilles-Queyras,,,Provence-alpes-côte D'azur,,+33 4 92 46 70 18,44.7806824,6.8670989,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30414,751931237
415,Centre hospitalier Alphonse Guérin,Rue du Roi Arthur nan,Ploërmel,Bretagne,56800,+33 2 97 73 26 26,47.9365644,-2.3970238,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30415,561931237
416,Centre hospitalier Alès-Cévennes,,Alès,Occitanie,30100,+33 4 66 78 33 33,44.144635,4.0931699,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30416,301931237
417,Centre hospitalier Annecy-Genevois,,Saint-Julien-en-Genevois,Auvergne-rhône-alpes,74160,+33 4 50 49 65 65,46.1471833,6.0790072,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30417,741931237
418,Centre hospitalier Ardèche Nord,,Annonay,Auvergne-rhône-alpes,07100,+33 4 75 67 35 00,45.2432613,4.6647689,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30418,071931237
419,Centre hospitalier Ariège Couserans,,,Occitanie,,+33 5 61 96 20 20,43.0014401,1.1291401,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30419,751931237
420,Centre hospitalier Auban-Moët,Rue de l'Hôpital 137,Épernay,Grand Est,51200,+33 3 26 58 70 00,49.031018,3.956321,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30420,511931237
421,Centre hospitalier Bat.1,,Aire-sur-la-Lys,Hauts-de-france,62120,,50.641901,2.398562,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30421,621931237
422,Centre hospitalier Comminges Pyrénées,Boulevard d'Encore 21,Saint-Gaudens,Occitanie,31800,,43.1162449,0.7330826,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30422,311931237
423,Centre hospitalier Comminges Pyrénées,,Saint-Gaudens,Occitanie,31800,+33 5 62 00 40 00,43.112755,0.7137674,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30423,311931237
424,Centre hospitalier Durécu-Lavoisier,Rue Louis Pasteur 116,Darnétal,Normandie,76160,+33 2 32 12 32 32,49.4450136,1.1483224,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30424,761931237
425,Centre hospitalier Erstein Ville,,Erstein,Grand Est,67150,+33 3 88 64 66 46,48.4216042,7.6603156,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30425,671931237
426,Centre hospitalier Eure-Seine,Rue du Docteur Burnet 5,Vernon,Normandie,27200,+33 2 32 71 66 00,49.0908332,1.4889871,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30426,271931237
427,Centre hospitalier Eure-Seine,Rue Louis Gillain nan,Évreux,Normandie,27000,+33 2 32 33 80 00,49.0327971,1.11126,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30427,271931237
428,Centre hospitalier Fanny Ramadier,,Saint-Chély-d'Apcher,Occitanie,48200,+33 4 66 31 00 66,44.8075534,3.2793956,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30428,481931237
429,Centre hospitalier François Quesnay,,Mantes-la-Jolie,Île-de-france,78200,+33 1 34 97 40 00,48.9997244,1.6720779,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30429,781931237
430,Centre hospitalier François Tosquelles,,Saint-Alban-sur-Limagnole,Occitanie,48120,+33 4 66 42 55 55,44.7808718,3.3942345,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30430,481931237
431,Centre hospitalier Geneviève de Gaulle Anthonioz,,,Grand Est,,+33 3 25 56 84 84,48.6561502,4.9617003,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30431,751931237
432,Centre hospitalier Georges Claudinon,Rue Paul Langevin nan,Le Chambon-Feugerolles,Auvergne-rhône-alpes,42500,,45.3919822,4.3217034,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30432,421931237
433,Centre hospitalier Henri Guérin,,Pierrefeu-du-Var,Provence-alpes-côte D'azur,83390,,43.236708,6.1501765,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30433,831931237
434,Centre hospitalier Henri Mondor,,Aurillac,Auvergne-rhône-alpes,15000,+33 4 71 46 56 56,44.9274367,2.4335189,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30434,151931237
435,Centre hospitalier Henri laborit,,Châtellerault,Nouvelle-aquitaine,86100,,46.8303053,0.5560937,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30435,861931237
436,Centre hospitalier Henri laborit,,Mignaloux-Beauvoir,Nouvelle-aquitaine,86550,,46.551616,0.3877224,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30436,861931237
437,Centre hospitalier Hôtel Dieu,Rue Alfred Labbé 4,Mont-Saint-Martin,Grand Est,54350,+33 3 82 44 70 00,49.5361613,5.7809966,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30437,541931237
438,Centre hospitalier Irénée de Bruyn,Rue de Pére Irénée de Bruyn 1,Saint-Barthélemy,,97133,,17.8947099,-62.850948,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30438,971931237
439,Centre hospitalier Jacques Boutard,,Saint-Yrieix-la-Perche,Nouvelle-aquitaine,87500,+33 5 55 75 75 75,45.5158334,1.2028489,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30439,871931237
440,Centre hospitalier Jacques Cœur,,Bourges,Centre-val De Loire,18000,+33 2 48 48 48 48,47.0838142,2.4400431,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30440,181931237
